Year,Date,Time,Address,Borough,zip,Latitude,Longitude
2022,2022-07-17,0:13:00,"2380 Ryer Ave, The Bronx, NY 10458, USA",Bronx,10458,40.859425,-73.897922
2022,2022-07-19,16:09:00,"465 58 STREET,BROOKLYN,NY 11220",Brooklyn,11220,40.641036,-74.015408
2022,2022-07-20,8:41:00,"10 Avenue D, New York, NY 10009, USA",Manhattan,10009,40.720136,-73.97819
2022,2022-07-22,22:51:00,"1166 Thieriot Ave, The Bronx, NY 10472, USA",Bronx,10472,40.829937,-73.863872
2022,2022-07-25,6:41:00,"509 W 183rd St, New York, NY 10033, USA",Manhattan,10033,40.849753,-73.930739
2022,2022-07-28,14:21:00,"37-15 13th St, Long Island City, NY 11101, USA",Queens,11101,40.7586,-73.939373
2022,2022-08-01,8:32:00,"1466 Townsend Ave, The Bronx, NY 10452, USA",Bronx,10452,40.841506,-73.915479
2022,2022-08-03,2:37:00,"110 EAST  129 STREET,MANHATTAN,NY 10035",Manhattan,10035,40.806959,-73.936387
2022,2022-08-10,12:41:00,"633 New Jersey Ave, Brooklyn, NY 11207, USA",Brooklyn,11207,40.663725,-73.8926
2022,2022-08-11,15:59:00,"108-21 41 AVENUE,QUEENS,NY 11368",Queens,11368,40.750389,-73.857599
2022,2022-08-12,5:35:00,"47-06 28 AVENUE,QUEENS,NY 11103",Queens,11103,40.762604,-73.907973
2022,2022-08-12,20:18:00,"505 DeKalb Ave, Brooklyn, NY 11205, USA",Brooklyn,11205,40.690863,-73.95678
2022,2022-08-18,23:01:00,"72-32 Thursby Ave, Far Rockaway, NY 11692, USA",Queens,11692,40.594712,-73.802004
2022,2022-08-20,0:36:00,"91-17 172 STREET,QUEENS,NY 11432",Queens,11432,40.708124,-73.787884
2022,2022-08-21,11:13:00,"1484 Sutter Ave, Brooklyn, NY 11208, USA",Brooklyn,11208,40.673795,-73.862773
2022,2022-08-21,13:54:00,"1955 1st Ave., New York, NY 10029, USA",Manhattan,10029,40.786202,-73.942795
2022,2022-08-22,23:07:00,"180 Claremont Ave, New York, NY 10027, USA",Manhattan,10027,40.814309,-73.96043
2022,2022-08-23,18:04:00,"3830 WHITE PLAINS ROAD,BRONX,NY 10467",Bronx,10467,40.884501,-73.86209
2022,2022-08-27,21:43:00,O BRIEN AVE and NEWMAN AVE Bronx,Bronx,10473,40.811592,-73.854721
2022,2022-08-29,2:41:00,"97-02 98 STREET,QUEENS,NY 11416",Queens,11416,40.686564,-73.844229
2022,2022-08-29,11:24:00,"1307 Loring Ave, Brooklyn, NY 11208, USA",Brooklyn,11208,40.668155,-73.86316
2022,2022-09-02,7:50:00,"545 Academy St, New York, NY 10034, USA",Manhattan,10034,40.862749,-73.922526
2022,2022-09-03,10:24:00,"1400 Bergen St, Brooklyn, NY 11213, USA",Brooklyn,11213,40.675217,-73.938359
2022,2022-09-03,14:05:00,"595 Prospect Ave, The Bronx, NY 10455, USA",Bronx,10455,40.813715,-73.904155
2022,2022-09-03,16:49:00,"142-29 60th Ave, Queens, NY 11355, USA",Queens,11355,40.743022,-73.823861
2022,2022-09-08,22:09:00,"1462 Rosedale Ave, Bronx, NY 10460, USA",Bronx,10460,40.836823,-73.869851
2022,2022-09-09,15:23:00,"640 E 137th St, The Bronx, NY 10454, USA",Bronx,10454,40.804764,-73.915811
2022,2022-09-09,17:32:00,"2110 1st Ave., New York, NY 10029, USA",Manhattan,10029,40.791027,-73.937873
2022,2022-09-12,3:58:00,"1800 Avenue L, Brooklyn, NY 11230, USA",Brooklyn,11230,40.620635,-73.957192
2022,2022-09-14,23:21:00,"3830 Bronx Blvd, The Bronx, NY 10467, USA",Bronx,10467,40.885622,-73.865953
2022,2022-09-17,2:59:00,"600 W 186th St, New York, NY 10033, USA",Manhattan,10033,40.852418,-73.93186
2022,2022-09-17,7:37:00,"23-26 130th St, Queens, NY 11356, USA",Queens,11356,40.777834,-73.839122
2022,2022-09-18,2:27:00,"36-19 Ditmars Blvd, Astoria, NY 11105, USA",Queens,11105,40.774063,-73.907529
2022,2022-09-18,5:08:00,"177 Sheffield Ave, Brooklyn, NY 11207, USA",Brooklyn,11207,40.672919,-73.897028
2022,2022-09-19,22:33:00,"190 E 98th St, Brooklyn, NY 11212, USA",Brooklyn,11212,40.662766,-73.920665
2022,2022-09-20,14:54:00,"60 E 8th St, New York, NY 10003, USA",Manhattan,10003,40.730642,-73.99278
2022,2022-09-21,6:13:00,"34-50 97th St, Flushing, NY 11368, USA",Queens,11368,40.753722,-73.870905
2022,2022-09-21,22:43:00,"1453 WALTON AVENUE,BRONX,NY 10452",Bronx,10452,40.840842,-73.915178
2022,2022-09-28,11:05:00,"5309 Fort Hamilton Pkwy, Brooklyn, NY 11219, USA",Brooklyn,11219,40.636163,-74.00066
2022,2022-09-28,17:17:00,"302 E 126th St, New York, NY 10035, USA",Manhattan,10035,40.803126,-73.932631
2022,2022-09-29,18:04:00,"601 W 141st St, New York, NY 10031, USA",Manhattan,10031,40.824153,-73.952677
2022,2022-10-02,3:02:00,"1280 COMMONWEALTH AVENUE,BRONX,NY 10472",Bronx,10472,40.832401,-73.868267
2022,2022-10-03,23:20:00,"1223 BUSHWICK AVENUE,BROOKLYN,NY 11221",Brooklyn,11221,40.687988,-73.915094
2022,2022-10-04,3:25:00,"907 JEFFERSON AVENUE,BROOKLYN,NY 11221",Brooklyn,11221,40.68661,-73.922264
2022,2022-10-05,4:00:00,"365 Bond St, Brooklyn, NY 11231, USA",Brooklyn,11231,40.677899,-73.99074
2022,2022-10-05,18:50:00,"108-41 67 AVENUE,QUEENS,NY 11375",Queens,11375,40.729562,-73.846134
2022,2022-10-06,2:00:00,"42 Christopher Ave, Brooklyn, NY 11212, USA",Brooklyn,11212,40.672625,-73.906731
2022,2022-10-06,3:12:00,"52 ST NICHOLAS PLACE,MANHATTAN,NY 10031",Manhattan,10031,40.828963,-73.940935
2022,2022-10-07,10:04:00,"624 MacDonough St, Brooklyn, NY 11233, USA",Brooklyn,11233,40.683439,-73.921408
2022,2022-10-08,22:33:00,"1567 77th St, Brooklyn, NY 11228, USA",Brooklyn,11228,40.615539,-74.002464
2022,2022-10-11,3:56:00,"4216 White Plains Rd, The Bronx, NY 10466, USA",Bronx,10466,40.893921,-73.856875
2022,2022-10-13,2:52:00,"607 W 191st St, New York, NY 10040, USA",Manhattan,10040,40.855947,-73.929836
2022,2022-10-13,10:53:00,"122 Franklin Ave, Brooklyn, NY 11205, USA",Brooklyn,11205,40.695249,-73.958335
2022,2022-10-13,15:48:00,"90-14 161st St, Queens, NY 11432, USA",Queens,11432,40.705044,-73.799303
2022,2022-10-14,21:38:00,"64-16 Fresh Pond Rd, Flushing, NY 11385, USA",Queens,11385,40.709834,-73.899198
2022,2022-10-16,6:42:00,"104-02 Roosevelt Ave, Corona, NY 11368, USA",Queens,11368,40.749778,-73.861434
2022,2022-10-16,23:53:00,"32-38 154th St, Flushing, NY 11354, USA",Queens,11354,40.76883,-73.81065
2022,2022-10-17,18:35:00,"33 Beekman ST New York, NY 10022, USA",Manhattan,10022,40.753652,-73.964417
2022,2022-10-22,1:40:00,"1847 UNIVERSITY AVENUE,BRONX,NY 10453",Bronx,10453,40.851769,-73.914444
2022,2022-10-22,5:35:00,"2575 SEDGWICK AVENUE,BRONX,NY 10468",Bronx,10468,40.868485,-73.906719
2022,2022-10-24,10:26:00,"605 Glenmore Ave, Brooklyn, NY 11207, USA",Brooklyn,11207,40.674494,-73.887834
2022,2022-10-25,8:16:00,"4455 BROADWAY,MANHATTAN,NY 10040",Manhattan,10040,40.857186,-73.932608
2022,2022-10-25,21:43:00,"3080 HULL AVENUE,BRONX,NY 10467",Bronx,10467,40.872091,-73.878519
2022,2022-10-26,11:53:00,"59-62 54 AVENUE,QUEENS,NY 11378",Queens,11378,40.729372,-73.907757
2022,2022-10-26,14:00:00,E 125 Street and Lexington Ave Manhattan,Manhattan,10035,40.804373,-73.937418
2022,2022-10-29,7:51:00,"3496 BROADWAY,MANHATTAN,NY 10031",Manhattan,10031,40.82484,-73.951287
2022,2022-10-29,15:29:00,"3550 Conner St, The Bronx, NY 10475, USA",Bronx,10475,40.885515,-73.82692
2022,2022-10-30,14:13:00,"566 VANDERBILT AVENUE,BROOKLYN,NY 11238",Brooklyn,11238,40.679735,-73.968313
2022,2022-10-31,23:23:00,"91 E 46th St, Brooklyn, NY 11203, USA",Brooklyn,11203,40.659869,-73.934993
2022,2022-11-05,10:24:00,"429 E 52nd St, New York, NY 10022, USA",Manhattan,10022,40.754944,-73.963688
2022,2022-11-06,5:27:00,"350 Blake Ave, Brooklyn, NY 11212, USA",Brooklyn,11212,40.665882,-73.906307
2022,2022-11-10,9:19:00,"884 55 STREET,BROOKLYN,NY 11220",Brooklyn,11220,40.63699,-74.004636
2022,2022-11-13,5:37:00,"1125 Findlay Ave, The Bronx, NY 10456, USA",Bronx,10456,40.830707,-73.913718
2022,2022-11-15,13:20:00,"571 Glenmore Ave, Brooklyn, NY 11207, USA",Brooklyn,11207,40.67428,-73.889286
2022,2022-11-17,8:00:00,"315 W 23rd St, New York, NY 10011, USA",Manhattan,10011,40.745757,-73.999169
2022,2022-11-17,12:23:00,"10 Liberty St, New York, NY 10005, USA",Manhattan,10005,40.707449,-74.008085
2022,2022-11-18,4:32:00,"50 Shore Blvd, Brooklyn, NY 11235, USA",Brooklyn,11235,40.581945,-73.954223
2022,2022-11-20,8:50:00,"3124 Avenue P, Brooklyn, NY 11234, USA",Brooklyn,11234,40.614215,-73.941494
2022,2022-11-21,12:21:00,"101 E Tremont Ave, The Bronx, NY 10453, USA",Bronx,10453,40.85084,-73.907362
2022,2022-11-24,16:04:00,"75 St Nicholas Pl, New York, NY 10032, USA",Manhattan,10032,40.82954,-73.940968
2022,2022-11-27,10:45:00,"1900 Belmont Ave, The Bronx, NY 10457, USA",Bronx,10457,40.845081,-73.892377
2022,2022-11-28,14:48:00,West end Ave and W 96 Street Manhattan,Manhattan,10025,40.797411,-73.962197
2022,2022-11-28,16:39:00,"556 EAST4 STREET,BROOKLYN,NY 11218",Brooklyn,11218,40.668091,-73.975607
2022,2022-11-29,6:50:00,"85-14 Broadway, Queens, NY 11373, USA",Queens,11373,40.739029,-73.877857
2022,2022-11-30,11:39:00,"10 Richman Plaza, The Bronx, NY 10453, USA",Bronx,10453,40.851193,-73.923289
2022,2022-11-30,21:24:00,"53-14 94 STREET,QUEENS,NY 11373",Queens,11373,40.738741,-73.868735
2022,2022-12-02,14:12:00,"340 Georgia Ave, Brooklyn, NY 11207, USA",Brooklyn,11207,40.668367,-73.897044
2022,2022-12-04,23:45:00,"40-40 National St, Queens, NY 11368, USA",Queens,11368,40.748746,-73.863274
2022,2022-12-05,2:26:00,"722 Courtlandt Ave, The Bronx, NY 10451, USA",Bronx,10451,40.820835,-73.917457
2022,2022-12-06,8:44:00,"1839 UNIVERSITY AVENUE,BRONX,NY 10453",Bronx,10453,40.851533,-73.914705
2022,2022-12-06,16:20:00,"139-66 87th Ave, Queens, NY 11435, USA",Queens,11435,40.706839,-73.813536
2022,2022-12-15,5:31:00,"37-65 100th St, Flushing, NY 11368, USA",Queens,11368,40.75092,-73.866178
2022,2022-12-16,20:52:00,"183 MINNA STREET,BROOKLYN,NY 11218",Brooklyn,11218,40.644403,-73.986295
2022,2022-12-19,15:08:00,"554 W 160th St, New York, NY 10032, USA",Manhattan,10032,40.83544,-73.942603
2022,2022-12-20,8:02:00,"29-01 Borden Ave, Long Island City, NY 11101, USA",Queens,11101,40.738857,-73.939221
2022,2022-12-21,0:12:00,"37-57 90th St, Jackson Heights, NY 11372, USA",Queens,11372,40.748907,-73.87645
2022,2022-12-21,23:51:00,"2386 Bathgate Ave, The Bronx, NY 10458, USA",Bronx,10458,40.856522,-73.890015
2022,2022-12-26,8:24:00,"2872 BRIGHTON4 STREET,BROOKLYN,NY 11235",Brooklyn,11235,40.581115,-73.964678
2022,2022-12-28,1:46:00,"164 SAINT ANNS AVENUE,BRONX,NY 10454",Bronx,10454,40.805078,-73.918275
2022,2022-12-31,19:45:00,"2155 Grand Concourse, The Bronx, NY 10453, USA",Bronx,10453,40.854783,-73.901921
2023,2023-01-02,21:32:00,"2263 Morris Ave, The Bronx, NY 10453, USA",Bronx,10453,40.857643,-73.902341
2023,2023-01-03,6:14:00,"825 Boynton Ave, The Bronx, NY 10473, USA",Bronx,10473,40.820179,-73.876569
2023,2023-01-03,20:22:00,"137 W 141st St, New York, NY 10030, USA",Manhattan,10030,40.818941,-73.940305
2023,2023-01-04,8:21:00,"1035 Park Ave, New York, NY 10028, USA",Manhattan,10028,40.779849,-73.957136
2023,2023-01-05,12:47:00,"218 St Ann's Ave, The Bronx, NY 10454, USA",Bronx,10454,40.806526,-73.917503
2023,2023-01-09,15:45:00,"35-66 95th St, Jackson Heights, NY 11372, USA",Queens,11372,40.751211,-73.872391
2023,2023-01-12,6:03:00,"515 W 160th St, New York, NY 10032, USA",Manhattan,10032,40.835221,-73.941581
2023,2023-01-16,12:59:00,"2066 Morris Ave, The Bronx, NY 10453, USA",Bronx,10453,40.85362,-73.905024
2023,2023-01-17,14:09:00,"287 Broome St, New York, NY 10002, USA",Manhattan,10002,40.718465,-73.991631
2023,2023-01-17,17:17:00,"1309 Seneca Ave, The Bronx, NY 10474, USA",Bronx,10474,40.81906,-73.887141
2023,2023-01-19,10:14:00,"7406 New Utrecht Ave, Brooklyn, NY 11204, USA",Brooklyn,11204,40.616524,-73.999906
2023,2023-01-19,17:53:00,"228 Willis Ave, The Bronx, NY 10454, USA",Bronx,10454,40.808644,-73.923008
2023,2023-01-20,23:07:00,"24-37 89th St, Queens, NY 11369, USA",Queens,11369,40.764486,-73.879839
2023,2023-01-25,14:04:00,"147-07 72nd Dr, Queens, NY 11367, USA",Queens,11367,40.726165,-73.81881
2023,2023-01-26,22:58:00,"1834 Caton Ave, Brooklyn, NY 11226, USA",Brooklyn,11226,40.651727,-73.962173
2023,2023-02-04,2:10:00,"46-05 56th Rd, Flushing, NY 11378, USA",Queens,11378,40.72651,-73.920887
2023,2023-02-04,6:22:00,"15-15 119th St, College Point, NY 11356, USA",Queens,11356,40.78372,-73.848438
2023,2023-02-05,1:35:00,"165 Sherman Ave, New York, NY 10034, USA",Manhattan,10034,40.864652,-73.922638
2023,2023-02-06,12:10:00,"1709 Benson Ave, Brooklyn, NY 11214, USA",Brooklyn,11214,40.606826,-74.006228
2023,2023-02-07,3:02:00,"330 W 28th St, New York, NY 10001, USA",Manhattan,10001,40.749165,-73.997529
2023,2023-02-07,14:22:00,"628 39th St, Brooklyn, NY 11232, USA",Brooklyn,11232,40.649376,-74.001017
2023,2023-02-10,23:11:00,"1379 E 93rd St, Brooklyn, NY 11236, USA",Brooklyn,11236,40.637561,-73.899034
2023,2023-02-12,0:21:00,"150 W 195th St, The Bronx, NY 10468, USA",Bronx,10468,40.870391,-73.90208
2023,2023-02-13,17:22:00,"263 WEST  153 STREET,MANHATTAN,NY 10039",Manhattan,10039,40.827715,-73.937201
2023,2023-02-14,1:41:00,"14 GOODWIN PLACE,BROOKLYN,NY 11221",Brooklyn,11221,40.691851,-73.924512
2023,2023-02-14,4:57:00,"2401 63 STREET,BROOKLYN,NY 11204",Brooklyn,11204,40.612125,-73.975246
2023,2023-02-17,12:37:00,"1133 GRANT AVENUE,BRONX,NY 10456",Bronx,10456,40.831831,-73.916164
2023,2023-02-18,5:10:00,"4922 8 AVENUE,BROOKLYN,NY 11220",Brooklyn,11220,40.641319,-74.003705
2023,2023-02-19,20:30:00,"2851 Sedgwick Ave, The Bronx, NY 10468, USA",Bronx,10468,40.873843,-73.901861
2023,2023-02-24,4:38:00,"410 E 142nd St, The Bronx, NY 10454, USA",Bronx,10454,40.811295,-73.920539
2023,2023-02-27,5:00:00,"826 54th St, Brooklyn, NY 11220, USA",Brooklyn,11220,40.638366,-74.005448
2023,2023-02-27,9:12:00,"136 AVENUE C,MANHATTAN,NY 10009",Manhattan,10009,40.725011,-73.977998
2023,2023-02-28,1:33:00,"25 Monument Walk, Brooklyn, NY 11205, USA",Brooklyn,11205,40.695944,-73.979205
2023,2023-03-05,10:41:00,"2096 Grand Concourse, The Bronx, NY 10457, USA",Bronx,10457,40.853694,-73.902437
2023,2023-03-05,19:49:00,"1096 W Farms Rd, The Bronx, NY 10459, USA",Bronx,10459,40.826151,-73.890353
2023,2023-03-06,7:07:00,"584 Williams Ave, Brooklyn, NY 11207, USA",Brooklyn,11207,40.661429,-73.897179
2023,2023-03-06,11:04:00,"4901 Henry Hudson Pkwy W, The Bronx, NY 10471, USA",Bronx,10471,40.896337,-73.908495
2023,2023-03-06,13:35:00,"2301 Jerome Ave, The Bronx, NY 10468, USA",Bronx,10468,40.859293,-73.903549
2023,2023-03-08,11:58:00,"2818 Heath Ave, The Bronx, NY 10463, USA",Bronx,10463,40.873315,-73.904066
2023,2023-03-09,0:32:00,"645 Courtlandt Ave, The Bronx, NY 10451, USA",Bronx,10451,40.818925,-73.918602
2023,2023-03-10,0:15:00,"104-08 Martense Ave, Queens, NY 11368, USA",Queens,11368,40.741062,-73.855323
2023,2023-03-16,11:52:00,"115-34 170th St, Jamaica, NY 11434, USA",Queens,11434,40.688614,-73.778565
2023,2023-03-17,6:34:00,"55-07 96th St, Flushing, NY 11368, USA",Queens,11368,40.738229,-73.865317
2023,2023-03-18,16:06:00,"2265 Olinville Ave, The Bronx, NY 10467, USA",Bronx,10467,40.859498,-73.868701
2023,2023-03-19,7:33:00,"122-20 Ocean Prom, Queens, NY 11694, USA",Queens,11694,40.575845,-73.841488
2023,2023-03-19,17:37:00,"101-12 Northern Blvd, Flushing, NY 11368, USA",Queens,11368,40.757183,-73.866917
2023,2023-03-20,15:44:00,"850 Edgewater Rd, The Bronx, NY 10474, USA",Bronx,10474,40.818439,-73.883387
2023,2023-03-21,15:42:00,"6801 4th Ave, Brooklyn, NY 11220, USA",Brooklyn,11220,40.635145,-74.023099
2023,2023-03-22,10:13:00,"50-16 64 STREET,QUEENS,NY 11377",Queens,11377,40.736566,-73.90205
2023,2023-03-26,0:11:00,"949 OGDEN AVENUE,BRONX,NY 10452",Bronx,10452,40.831559,-73.930312
2023,2023-03-27,7:13:00,"980 Westchester Ave, Bronx, NY 10459, USA",Bronx,10459,40.823044,-73.894714
2023,2023-03-27,21:52:00,"1975 Eastchester Rd, Bronx, NY 10461, USA",Bronx,10461,40.852802,-73.843706
2023,2023-03-29,5:00:00,"2909 Cortelyou Rd, Brooklyn, NY 11226, USA",Brooklyn,11226,40.64452,-73.949441
2023,2023-03-29,7:05:00,"4575 Park Ave, Bronx, NY 10458, USA",Bronx,10458,40.856621,-73.89442
2023,2023-03-30,17:27:00,"149-16 14 AVENUE,QUEENS,NY 11357",Queens,11357,40.788399,-73.815261
2023,2023-03-31,23:09:00,"37-05 90th St, Queens, NY 11372, USA",Queens,11372,40.750228,-73.8767
2023,2023-04-10,14:18:00,"25-71 46 STREET,QUEENS,NY 11103",Queens,11103,40.763925,-73.908146
2023,2023-04-11,14:22:00,"1081 3rd Ave, New York, NY 10065, USA",Manhattan,10065,40.764405,-73.964274
2023,2023-04-12,9:30:00,"142 Jamaica Ave, Brooklyn, NY 11207, USA",Brooklyn,11207,40.679157,-73.895038
2023,2023-04-12,13:11:00,86th St and 3rd Ave Brooklyn,Brooklyn,11209,40.623463,-74.03106
2023,2023-04-15,8:45:00,"GRAND AVE,NY 10468",Bronx,10468,40.862046,-73.904103
2023,2023-04-16,8:06:00,"573 ISHAM STREET,MANHATTAN,NY 10034",Manhattan,10034,40.86818,-73.919488
2023,2023-04-17,7:19:00,"2837 Sedgwick Ave, Bronx, NY 10468, USA",Bronx,10468,40.873554,-73.902
2023,2023-04-21,18:49:00,"62 16th St, Brooklyn, NY 11215, USA",Brooklyn,11215,40.666875,-73.994017
2023,2023-04-22,5:50:00,"5422 7th Ave, Brooklyn, NY 11220, USA",Brooklyn,11220,40.639853,-74.00882
2023,2023-04-26,10:28:00,"310 W 39th St, New York, NY 10018, USA",Manhattan,10018,40.755554,-73.991957
2023,2023-04-27,5:36:00,"115-25 123 STREET,QUEENS,NY 11420",Queens,11420,40.677251,-73.815528
2023,2023-05-01,8:01:00,"159-21 71 AVENUE,QUEENS,NY 11365",Queens,11365,40.730521,-73.809325
2023,2023-05-02,1:31:00,"2197 CONEY ISLAND AVENUE,BROOKLYN,NY 11223",Brooklyn,11223,40.60361,-73.961378
2023,2023-05-05,13:08:00,"1976 Cruger Ave, Bronx, NY 10462, USA",Bronx,10462,40.849763,-73.866712
2023,2023-05-06,17:19:00,"23-35 29th Ave, Queens, NY 11102, USA",Queens,11102,40.769462,-73.924765
2023,2023-05-07,12:56:00,"565 W 190th St, New York, NY 10040, USA",Manhattan,10040,40.854756,-73.928943
2023,2023-05-10,1:39:00,"856 EAST  213 STREET,BRONX,NY 10467",Bronx,10467,40.877777,-73.85969
2023,2023-05-10,5:52:00,"110 E 131st St, New York, NY 10037, USA",Manhattan,10037,40.808521,-73.935756
2023,2023-05-11,1:24:00,"33-61 60th Pl, Flushing, NY 11377, USA",Queens,11377,40.752238,-73.901463
2023,2023-05-11,13:25:00,"122 W 167th St, Bronx, NY 10452, USA",Bronx,10452,40.836592,-73.926373
2023,2023-05-12,20:34:00,"Grand Army Plaza, Brooklyn, NY, USA",Brooklyn,11238,40.674806,-73.970262
2023,2023-05-14,2:10:00,"182 Avenue B, New York, NY 10009, USA",Manhattan,10009,40.727771,-73.979383
2023,2023-05-16,16:06:00,"139 Father Zeiser Pl, Bronx, NY 10468, USA",Bronx,10468,40.863926,-73.905618
2023,2023-05-18,5:43:00,"111-02 Queens Blvd, Forest Hills, NY 11375, USA",Queens,11375,40.718308,-73.837655
2023,2023-05-19,14:33:00,"772 E Tremont Ave, Bronx, NY 10460, USA",Bronx,10460,40.844051,-73.88864
2023,2023-05-21,21:34:00,"772 48th St, Brooklyn, NY 11220, USA",Brooklyn,11220,40.642401,-74.00305
2023,2023-05-21,21:38:00,"74 ARLINGTON AVENUE,BROOKLYN,NY 11207",Brooklyn,11207,40.679671,-73.89192
2023,2023-05-24,8:00:00,"368 87th St, Brooklyn, NY 11209, USA",Brooklyn,11209,40.622135,-74.029284
2023,2023-05-24,9:42:00,"301 W 215th St, New York, NY 10034, USA",Manhattan,10034,40.868607,-73.912527
2023,2023-05-24,21:24:00,"247 AUDUBON AVENUE,MANHATTAN,NY 10033",Manhattan,10033,40.84617,-73.934027
2023,2023-05-26,3:47:00,"1326 STERLING PLACE,BROOKLYN,NY 11213",Brooklyn,11213,40.671554,-73.934747
2023,2023-05-27,7:52:00,"25 Junius St, Brooklyn, NY 11212, USA",Brooklyn,11212,40.674797,-73.904168
2023,2023-05-27,17:31:00,"481 E 180th St, Bronx, NY 10457, USA",Bronx,10457,40.851534,-73.895358
2023,2023-05-29,19:21:00,"107 PILLING STREET,BROOKLYN,NY 11207",Brooklyn,11207,40.685017,-73.906736
2023,2023-06-01,13:08:00,"75-47 189th St, Queens, NY 11366, USA",Queens,11366,40.730224,-73.780393
2023,2023-06-02,3:27:00,E 176 STREET and WASHINGTON AVE Bronx,Bronx,10457,40.845949,-73.898657
2023,2023-06-03,14:14:00,"1553 Nostrand Ave., Brooklyn, NY 11226, USA",Brooklyn,11226,40.648188,-73.949128
2023,2023-06-07,11:40:00,"275 E 206th St, Bronx, NY 10467, USA",Bronx,10467,40.875044,-73.879864
2023,2023-06-09,10:15:00,"89 E 42nd St, New York, NY 10017, USA",Manhattan,10017,40.75236,-73.977412
2023,2023-06-09,23:09:00,"383 E 156th St, Bronx, NY 10455, USA",Bronx,10455,40.821094,-73.91638
2023,2023-06-10,0:17:00,"141 6th St, Brooklyn, NY 11215, USA",Brooklyn,11215,40.67434,-73.991493
2023,2023-06-11,16:32:00,"2120 DALY AVENUE,BRONX,NY 10460",Bronx,10460,40.845034,-73.881188
